t,x,y,psi,delta,v,delta_dot
447.95, 997.766, 44.6959, -1273.62, -0.801172, 10, -0.315467
448, 997.618, 45.1736, -1273.82, -0.801168, 10, -0.315406
448.05, 997.571, 45.6714, -1274.03, -0.801166, 10, -0.315356
448.1, 997.627, 46.1682, -1274.24, -0.801164, 10, -0.315319
448.15, 997.784, 46.6429, -1274.44, -0.801163, 10, -0.315297
448.2, 998.035, 47.0754, -1274.65, -0.801163, 10, -0.315291
448.25, 998.369, 47.4473, -1274.85, -0.801163, 10, -0.315301
448.3, 998.773, 47.7428, -1275.06, -0.801164, 10, -0.315326
448.35, 999.228, 47.9494, -1275.27, -0.801166, 10, -0.315365
448.4, 999.716, 48.0583, -1275.47, -0.801169, 10, -0.315417
448.45, 1000.22, 48.0648, -1275.68, -0.801172, 10, -0.31548
448.5, 1000.71, 47.9688, -1275.89, -0.801176, 10, -0.315551
448.55, 1001.17, 47.7742, -1276.09, -0.801179, 10, -0.315627
448.6, 1001.58, 47.4894, -1276.3, -0.801183, 10, -0.315705
448.65, 1001.92, 47.1263, -1276.51, -0.801187, 10, -0.315781
448.7, 1002.18, 46.7005, -1276.71, -0.801191, 10, -0.315854
448.75, 1002.35, 46.2301, -1276.92, -0.801194, 10, -0.315919
448.8, 1002.42, 45.7349, -1277.12, -0.801197, 10, -0.315974
448.85, 1002.39, 45.236, -1277.33, -0.801199, 10, -0.316017
448.9, 1002.25, 44.7547, -1277.54, -0.8012, 10, -0.316046
448.95, 1002.02, 44.3112, -1277.74, -0.801201, 10, -0.31606
449, 1001.71, 43.9246, -1277.95, -0.801201, 10, -0.316058
449.05, 1001.32, 43.6111, -1278.16, -0.8012, 10, -0.316041
449.1, 1000.87, 43.3841, -1278.36, -0.801199, 10, -0.316009
449.15, 1000.39, 43.2532, -1278.57, -0.801196, 10, -0.315963
449.2, 999.889, 43.224, -1278.78, -0.801193, 10, -0.315907
449.25, 999.395, 43.2978, -1278.98, -0.80119, 10, -0.315841
449.3, 998.926, 43.4713, -1279.19, -0.801187, 10, -0.315768
449.35, 998.502, 43.7372, -1279.4, -0.801183, 10, -0.315692
449.4, 998.142, 44.0843, -1279.6, -0.801179, 10, -0.315616
449.45, 997.861, 44.4978, -1279.81, -0.801175, 10, -0.315542
449.5, 997.671, 44.9601, -1280.01, -0.801172, 10, -0.315475
449.55, 997.579, 45.4517, -1280.22, -0.801169, 10, -0.315416
449.6, 997.59, 45.9515, -1280.43, -0.801167, 10, -0.315367
449.65, 997.703, 46.4385, -1280.63, -0.801165, 10, -0.315332
449.7, 997.914, 46.892, -1280.84, -0.801164, 10, -0.315311
449.75, 998.213, 47.2926, -1281.05, -0.801163, 10, -0.315305
449.8, 998.588, 47.6235, -1281.25, -0.801164, 10, -0.315314
449.85, 999.023, 47.8705, -1281.46, -0.801165, 10, -0.315338
449.9, 999.499, 48.0231, -1281.67, -0.801167, 10, -0.315376
449.95, 999.996, 48.0749, -1281.87, -0.801169, 10, -0.315426
450, 1000.49, 48.0237, -1282.08, -0.801172, 10, -0.315487
450.05, 1000.97, 47.8716, -1282.29, -0.801176, 10, -0.315555
450.1, 1001.41, 47.6252, -1282.49, -0.80118, 10, -0.315628
450.15, 1001.78, 47.2948, -1282.7, -0.801183, 10, -0.315703
450.2, 1002.08, 46.8945, -1282.9, -0.801187, 10, -0.315777
450.25, 1002.29, 46.4413, -1283.11, -0.801191, 10, -0.315847
450.3, 1002.41, 45.9545, -1283.32, -0.801194, 10, -0.31591
450.35, 1002.42, 45.4546, -1283.52, -0.801196, 10, -0.315963
450.4, 1002.33, 44.963, -1283.73, -0.801198, 10, -0.316005
450.45, 1002.14, 44.5004, -1283.94, -0.8012, 10, -0.316033
450.5, 1001.86, 44.0866, -1284.14, -0.8012, 10, -0.316046
450.55, 1001.5, 43.7391, -1284.35, -0.8012, 10, -0.316045
450.6, 1001.07, 43.4727, -1284.56, -0.8012, 10, -0.316028
450.65, 1000.6, 43.2986, -1284.76, -0.801198, 10, -0.315997
450.7, 1000.11, 43.2244, -1284.97, -0.801196, 10, -0.315954
450.75, 999.61, 43.253, -1285.18, -0.801193, 10, -0.315899
450.8, 999.127, 43.3833, -1285.38, -0.80119, 10, -0.315835
450.85, 998.682, 43.6098, -1285.59, -0.801186, 10, -0.315765
450.9, 998.292, 43.9229, -1285.79, -0.801183, 10, -0.315692
450.95, 997.974, 44.3092, -1286, -0.801179, 10, -0.315619
451, 997.743, 44.7523, -1286.21, -0.801176, 10, -0.315548
451.05, 997.607, 45.2336, -1286.41, -0.801172, 10, -0.315482
451.1, 997.573, 45.7324, -1286.62, -0.801169, 10, -0.315425
451.15, 997.642, 46.2276, -1286.83, -0.801167, 10, -0.315379
451.2, 997.81, 46.6983, -1287.03, -0.801165, 10, -0.315344
451.25, 998.072, 47.1244, -1287.24, -0.801164, 10, -0.315324
451.3, 998.415, 47.4878, -1287.45, -0.801164, 10, -0.315318
451.35, 998.826, 47.7732, -1287.65, -0.801164, 10, -0.315327
451.4, 999.286, 47.9683, -1287.86, -0.801166, 10, -0.31535
451.45, 999.777, 48.065, -1288.06, -0.801167, 10, -0.315386
451.5, 1000.28, 48.0591, -1288.27, -0.80117, 10, -0.315435
451.55, 1000.76, 47.9508, -1288.48, -0.801173, 10, -0.315493
451.6, 1001.22, 47.7448, -1288.68, -0.801176, 10, -0.315559
451.65, 1001.62, 47.4497, -1288.89, -0.80118, 10, -0.31563
451.7, 1001.96, 47.0782, -1289.1, -0.801183, 10, -0.315702
451.75, 1002.21, 46.646, -1289.3, -0.801187, 10, -0.315773
451.8, 1002.37, 46.1715, -1289.51, -0.80119, 10, -0.315841
451.85, 1002.42, 45.6747, -1289.72, -0.801193, 10, -0.315902
451.9, 1002.38, 45.1769, -1289.92, -0.801196, 10, -0.315953
451.95, 1002.23, 44.699, -1290.13, -0.801198, 10, -0.315993
452, 1001.99, 44.2615, -1290.34, -0.801199, 10, -0.31602
452.05, 1001.66, 43.8829, -1290.54, -0.8012, 10, -0.316033
452.1, 1001.27, 43.5792, -1290.75, -0.8012, 10, -0.316032
452.15, 1000.81, 43.3634, -1290.95, -0.801199, 10, -0.316016
452.2, 1000.33, 43.2446, -1291.16, -0.801197, 10, -0.315986
452.25, 999.829, 43.2279, -1291.37, -0.801195, 10, -0.315944
452.3, 999.336, 43.3139, -1291.57, -0.801193, 10, -0.315892
452.35, 998.872, 43.4991, -1291.78, -0.80119, 10, -0.31583
452.4, 998.455, 43.7756, -1291.99, -0.801186, 10, -0.315763
452.45, 998.104, 44.1315, -1292.19, -0.801183, 10, -0.315692
452.5, 997.834, 44.5519, -1292.4, -0.801179, 10, -0.315621
452.55, 997.655, 45.0188, -1292.61, -0.801176, 10, -0.315553
452.6, 997.575, 45.5125, -1292.81, -0.801173, 10, -0.31549
452.65, 997.599, 46.0119, -1293.02, -0.80117, 10, -0.315434
452.7, 997.724, 46.496, -1293.23, -0.801168, 10, -0.315389
452.75, 997.946, 46.944, -1293.43, -0.801166, 10, -0.315356
452.8, 998.255, 47.3371, -1293.64, -0.801165, 10, -0.315336
452.85, 998.638, 47.6584, -1293.84, -0.801165, 10, -0.31533
452.9, 999.079, 47.8945, -1294.05, -0.801165, 10, -0.315339
452.95, 999.559, 48.0352, -1294.26, -0.801166, 10, -0.315361
453, 1000.06, 48.0746, -1294.46, -0.801168, 10, -0.315396
453.05, 1000.55, 48.0109, -1294.67, -0.80117, 10, -0.315443
453.1, 1001.03, 47.847, -1294.88, -0.801173, 10, -0.315499
453.15, 1001.45, 47.5898, -1295.08, -0.801176, 10, -0.315563
453.2, 1001.82, 47.2502, -1295.29, -0.80118, 10, -0.315631
453.25, 1002.11, 46.8425, -1295.5, -0.801183, 10, -0.315701
453.3, 1002.31, 46.3842, -1295.7, -0.801187, 10, -0.31577
453.35, 1002.41, 45.8946, -1295.91, -0.80119, 10, -0.315835
453.4, 1002.41, 45.3946, -1296.12, -0.801193, 10, -0.315893
453.45, 1002.31, 44.9054, -1296.32, -0.801195, 10, -0.315943
453.5, 1002.11, 44.4478, -1296.53, -0.801197, 10, -0.315982
453.55, 1001.82, 44.0411, -1296.73, -0.801199, 10, -0.316008
453.6, 1001.45, 43.7027, -1296.94, -0.801199, 10, -0.316021
453.65, 1001.02, 43.4469, -1297.15, -0.801199, 10, -0.31602
453.7, 1000.55, 43.2846, -1297.35, -0.801198, 10, -0.316004
453.75, 1000.05, 43.2227, -1297.56, -0.801197, 10, -0.315976
453.8, 999.551, 43.2637, -1297.77, -0.801195, 10, -0.315935
453.85, 999.072, 43.4061, -1297.97, -0.801192, 10, -0.315884
453.9, 998.632, 43.6436, -1298.18, -0.801189, 10, -0.315825
453.95, 998.25, 43.9663, -1298.39, -0.801186, 10, -0.31576
454, 997.942, 44.3604, -1298.59, -0.801183, 10, -0.315692
454.05, 997.722, 44.8092, -1298.8, -0.801179, 10, -0.315623
454.1, 997.598, 45.2937, -1299, -0.801176, 10, -0.315557
454.15, 997.576, 45.7932, -1299.21, -0.801173, 10, -0.315497
454.2, 997.657, 46.2866, -1299.42, -0.80117, 10, -0.315443
454.25, 997.838, 46.7529, -1299.62, -0.801168, 10, -0.3154
454.3, 998.11, 47.1723, -1299.83, -0.801167, 10, -0.315368
454.35, 998.462, 47.5271, -1300.04, -0.801166, 10, -0.315348
454.4, 998.88, 47.8021, -1300.24, -0.801165, 10, -0.315343
454.45, 999.345, 47.9857, -1300.45, -0.801166, 10, -0.315351
454.5, 999.838, 48.0701, -1300.66, -0.801167, 10, -0.315372
454.55, 1000.34, 48.0516, -1300.86, -0.801168, 10, -0.315406
454.6, 1000.82, 47.9312, -1301.07, -0.801171, 10, -0.315451
454.65, 1001.27, 47.7139, -1301.28, -0.801173, 10, -0.315505
454.7, 1001.67, 47.4089, -1301.48, -0.801176, 10, -0.315567
454.75, 1001.99, 47.0291, -1301.69, -0.80118, 10, -0.315632
454.8, 1002.23, 46.5908, -1301.89, -0.801183, 10, -0.3157
454.85, 1002.38, 46.1125, -1302.1, -0.801186, 10, -0.315766
454.9, 1002.42, 45.6144, -1302.31, -0.80119, 10, -0.315829
454.95, 1002.37, 45.1179, -1302.51, -0.801192, 10, -0.315886
455, 1002.21, 44.6439, -1302.72, -0.801195, 10, -0.315934
455.05, 1001.95, 44.2125, -1302.93, -0.801197, 10, -0.315971
455.1, 1001.62, 43.8421, -1303.13, -0.801198, 10, -0.315996
455.15, 1001.21, 43.5485, -1303.34, -0.801199, 10, -0.316009
455.2, 1000.76, 43.344, -1303.55, -0.801199, 10, -0.316008
455.25, 1000.27, 43.2374, -1303.75, -0.801198, 10, -0.315993
455.3, 999.769, 43.2331, -1303.96, -0.801196, 10, -0.315966
455.35, 999.279, 43.3315, -1304.17, -0.801194, 10, -0.315927
455.4, 998.819, 43.5282, -1304.37, -0.801192, 10, -0.315877
455.45, 998.41, 43.8149, -1304.58, -0.801189, 10, -0.31582
455.5, 998.067, 44.1795, -1304.78, -0.801186, 10, -0.315758
455.55, 997.807, 44.6065, -1304.99, -0.801183, 10, -0.315692
455.6, 997.64, 45.0778, -1305.2, -0.801179, 10, -0.315626
455.65, 997.573, 45.5733, -1305.4, -0.801176, 10, -0.315562
455.7, 997.609, 46.072, -1305.61, -0.801173, 10, -0.315503
455.75, 997.747, 46.5527, -1305.82, -0.801171, 10, -0.315452
455.8, 997.98, 46.9951, -1306.02, -0.801169, 10, -0.31541
455.85, 998.298, 47.3803, -1306.23, -0.801167, 10, -0.315379
455.9, 998.689, 47.692, -1306.44, -0.801166, 10, -0.31536
455.95, 999.136, 47.917, -1306.64, -0.801166, 10, -0.315355
456, 999.619, 48.0456, -1306.85, -0.801166, 10, -0.315362
456.05, 1000.12, 48.0726, -1307.06, -0.801167, 10, -0.315383
456.1, 1000.61, 47.9966, -1307.26, -0.801169, 10, -0.315416
456.15, 1001.08, 47.8209, -1307.47, -0.801171, 10, -0.315459
456.2, 1001.5, 47.5531, -1307.67, -0.801174, 10, -0.315511
456.25, 1001.86, 47.2044, -1307.88, -0.801177, 10, -0.31557
456.3, 1002.14, 46.7896, -1308.09, -0.80118, 10, -0.315634
456.35, 1002.33, 46.3265, -1308.29, -0.801183, 10, -0.315699
456.4, 1002.42, 45.8345, -1308.5, -0.801186, 10, -0.315763
456.45, 1002.4, 45.3347, -1308.71, -0.801189, 10, -0.315824
456.5, 1002.29, 44.8482, -1308.91, -0.801192, 10, -0.315878
456.55, 1002.08, 44.3957, -1309.12, -0.801194, 10, -0.315924
456.6, 1001.78, 43.9964, -1309.33, -0.801196, 10, -0.315961
456.65, 1001.4, 43.6673, -1309.53, -0.801197, 10, -0.315985
456.7, 1000.96, 43.4223, -1309.74, -0.801198, 10, -0.315997
456.75, 1000.49, 43.2719, -1309.94, -0.801198, 10, -0.315996
456.8, 999.989, 43.2224, -1310.15, -0.801197, 10, -0.315982
456.85, 999.492, 43.2759, -1310.36, -0.801196, 10, -0.315956
456.9, 999.016, 43.4301, -1310.56, -0.801194, 10, -0.315918
456.95, 998.583, 43.6786, -1310.77, -0.801192, 10, -0.315871
457, 998.209, 44.0107, -1310.98, -0.801189, 10, -0.315816
457.05, 997.911, 44.4124, -1311.18, -0.801186, 10, -0.315755
457.1, 997.702, 44.8665, -1311.39, -0.801183, 10, -0.315692
457.15, 997.59, 45.3539, -1311.6, -0.80118, 10, -0.315628
457.2, 997.581, 45.8538, -1311.8, -0.801176, 10, -0.315566
457.25, 997.674, 46.3451, -1312.01, -0.801174, 10, -0.31551
457.3, 997.866, 46.8067, -1312.22, -0.801171, 10, -0.31546
457.35, 998.149, 47.2192, -1312.42, -0.801169, 10, -0.315419
457.4, 998.51, 47.5651, -1312.63, -0.801168, 10, -0.315389
457.45, 998.934, 47.8295, -1312.83, -0.801167, 10, -0.315371
457.5, 999.404, 48.0015, -1313.04, -0.801166, 10, -0.315366
457.55, 999.899, 48.0735, -1313.25, -0.801167, 10, -0.315373
457.6, 1000.4, 48.0426, -1313.45, -0.801168, 10, -0.315393
457.65, 1000.88, 47.9101, -1313.66, -0.801169, 10, -0.315425
457.7, 1001.32, 47.6816, -1313.87, -0.801171, 10, -0.315466
457.75, 1001.71, 47.3668, -1314.07, -0.801174, 10, -0.315517
457.8, 1002.03, 46.979, -1314.28, -0.801177, 10, -0.315574
457.85, 1002.26, 46.5348, -1314.49, -0.80118, 10, -0.315635
457.9, 1002.39, 46.053, -1314.69, -0.801183, 10, -0.315698
457.95, 1002.42, 45.554, -1314.9, -0.801186, 10, -0.31576
458, 1002.35, 45.0591, -1315.11, -0.801189, 10, -0.315818
458.05, 1002.18, 44.5892, -1315.31, -0.801192, 10, -0.315871
458.1, 1001.92, 44.1643, -1315.52, -0.801194, 10, -0.315916
458.15, 1001.57, 43.8024, -1315.72, -0.801196, 10, -0.315951
458.2, 1001.16, 43.519, -1315.93, -0.801197, 10, -0.315974
458.25, 1000.7, 43.3259, -1316.14, -0.801197, 10, -0.315986
458.3, 1000.21, 43.2315, -1316.34, -0.801197, 10, -0.315985
458.35, 999.709, 43.2398, -1316.55, -0.801197, 10, -0.315972
458.4, 999.222, 43.3503, -1316.76, -0.801195, 10, -0.315946
458.45, 998.767, 43.5584, -1316.96, -0.801194, 10, -0.31591
458.5, 998.365, 43.8553, -1317.17, -0.801191, 10, -0.315864
458.55, 998.032, 44.2283, -1317.38, -0.801189, 10, -0.315811
458.6, 997.782, 44.6617, -1317.58, -0.801186, 10, -0.315753
458.65, 997.627, 45.137, -1317.79, -0.801183, 10, -0.315692
458.7, 997.573, 45.634, -1318, -0.80118, 10, -0.31563
458.75, 997.621, 46.1316, -1318.2, -0.801177, 10, -0.315571
458.8, 997.77, 46.6088, -1318.41, -0.801174, 10, -0.315516
458.85, 998.014, 47.0452, -1318.61, -0.801172, 10, -0.315468
458.9, 998.343, 47.4223, -1318.82, -0.80117, 10, -0.315429
458.95, 998.741, 47.7242, -1319.03, -0.801168, 10, -0.3154
459, 999.193, 47.9379, -1319.23, -0.801167, 10, -0.315382
459.05, 999.68, 48.0545, -1319.44, -0.801167, 10, -0.315377
459.1, 1000.18, 48.0689, -1319.65, -0.801167, 10, -0.315384
459.15, 1000.67, 47.9806, -1319.85, -0.801168, 10, -0.315403
459.2, 1001.14, 47.7934, -1320.06, -0.80117, 10, -0.315433
459.25, 1001.55, 47.515, -1320.27, -0.801172, 10, -0.315474
459.3, 1001.9, 47.1575, -1320.47, -0.801174, 10, -0.315522
459.35, 1002.17, 46.7359, -1320.68, -0.801177, 10, -0.315577
459.4, 1002.35, 46.2682, -1320.88, -0.80118, 10, -0.315636
459.45, 1002.42, 45.7742, -1321.09, -0.801183, 10, -0.315697
459.5, 1002.4, 45.2748, -1321.3, -0.801186, 10, -0.315756
459.55, 1002.27, 44.7914, -1321.5, -0.801189, 10, -0.315813
459.6, 1002.05, 44.3443, -1321.71, -0.801191, 10, -0.315864
459.65, 1001.73, 43.9527, -1321.92, -0.801194, 10, -0.315907
459.7, 1001.35, 43.6331, -1322.12, -0.801195, 10, -0.315941
459.75, 1000.91, 43.399, -1322.33, -0.801196, 10, -0.315964
459.8, 1000.43, 43.2605, -1322.54, -0.801197, 10, -0.315975
459.85, 999.929, 43.2234, -1322.74, -0.801197, 10, -0.315974
459.9, 999.433, 43.2893, -1322.95, -0.801196, 10, -0.315961
459.95, 998.962, 43.4554, -1323.16, -0.801195, 10, -0.315937
460, 998.534, 43.7146, -1323.36, -0.801193, 10, -0.315902
460.05, 998.169, 44.056, -1323.57, -0.801191, 10, -0.315858
460.1, 997.881, 44.465, -1323.77, -0.801189, 10, -0.315807
460.15, 997.684, 44.9242, -1323.98, -0.801186, 10, -0.315751
460.2, 997.584, 45.4142, -1324.19, -0.801183, 10, -0.315692
460.25, 997.587, 45.9142, -1324.39, -0.80118, 10, -0.315632
460.3, 997.693, 46.4029, -1324.6, -0.801177, 10, -0.315575
460.35, 997.896, 46.8597, -1324.81, -0.801174, 10, -0.315522
460.4, 998.189, 47.265, -1325.01, -0.801172, 10, -0.315476
460.45, 998.559, 47.6017, -1325.22, -0.80117, 10, -0.315438
460.5, 998.99, 47.8555, -1325.43, -0.801169, 10, -0.31541
460.55, 999.463, 48.0157, -1325.63, -0.801168, 10, -0.315393
460.6, 999.96, 48.0753, -1325.84, -0.801168, 10, -0.315388
460.65, 1000.46, 48.032, -1326.05, -0.801168, 10, -0.315394
460.7, 1000.94, 47.8875, -1326.25, -0.801169, 10, -0.315413
460.75, 1001.38, 47.6479, -1326.46, -0.80117, 10, -0.315442
460.8, 1001.76, 47.3235, -1326.66, -0.801172, 10, -0.315481
460.85, 1002.06, 46.928, -1326.87, -0.801175, 10, -0.315527
460.9, 1002.28, 46.4782, -1327.08, -0.801177, 10, -0.31558
460.95, 1002.4, 45.9932, -1327.28, -0.80118, 10, -0.315637
461, 1002.42, 45.4936, -1327.49, -0.801183, 10, -0.315696
461.05, 1002.34, 45.0006, -1327.7, -0.801186, 10, -0.315753
461.1, 1002.16, 44.5351, -1327.9, -0.801189, 10, -0.315808
461.15, 1001.88, 44.1169, -1328.11, -0.801191, 10, -0.315857
461.2, 1001.53, 43.7637, -1328.32, -0.801193, 10, -0.315899
461.25, 1001.11, 43.4906, -1328.52, -0.801195, 10, -0.315932
461.3, 1000.64, 43.3092, -1328.73, -0.801196, 10, -0.315954
461.35, 1000.15, 43.2271, -1328.94, -0.801196, 10, -0.315965
461.4, 999.65, 43.2478, -1329.14, -0.801196, 10, -0.315964
461.45, 999.165, 43.3704, -1329.35, -0.801196, 10, -0.315952
461.5, 998.716, 43.5898, -1329.55, -0.801195, 10, -0.315928
461.55, 998.321, 43.8967, -1329.76, -0.801193, 10, -0.315894
461.6, 997.997, 44.2779, -1329.97, -0.801191, 10, -0.315852
461.65, 997.759, 44.7174, -1330.17, -0.801188, 10, -0.315803
461.7, 997.616, 45.1964, -1330.38, -0.801186, 10, -0.315748
461.75, 997.573, 45.6946, -1330.59, -0.801183, 10, -0.315691
461.8, 997.634, 46.1909, -1330.79, -0.80118, 10, -0.315634
461.85, 997.796, 46.6641, -1331, -0.801177, 10, -0.315579
461.9, 998.05, 47.0943, -1331.21, -0.801175, 10, -0.315528
461.95, 998.388, 47.4631, -1331.41, -0.801172, 10, -0.315483
462, 998.794, 47.7549, -1331.62, -0.80117, 10, -0.315446
462.05, 999.251, 47.9573, -1331.82, -0.801169, 10, -0.315419
462.1, 999.74, 48.0617, -1332.03, -0.801168, 10, -0.315403
462.15, 1000.24, 48.0637, -1332.24, -0.801168, 10, -0.315398
462.2, 1000.73, 47.9631, -1332.44, -0.801168, 10, -0.315404
462.25, 1001.19, 47.7643, -1332.65, -0.801169, 10, -0.315422
462.3, 1001.6, 47.4757, -1332.86, -0.801171, 10, -0.31545
462.35, 1001.94, 47.1096, -1333.06, -0.801173, 10, -0.315487
462.4, 1002.2, 46.6814, -1333.27, -0.801175, 10, -0.315533
462.45, 1002.36, 46.2094, -1333.48, -0.801177, 10, -0.315584
462.5, 1002.43, 45.7136, -1333.68, -0.80118, 10, -0.315638
462.55, 1002.39, 45.2151, -1333.89, -0.801183, 10, -0.315695
462.6, 1002.25, 44.735, -1334.1, -0.801186, 10, -0.315751
462.65, 1002.01, 44.2937, -1334.3, -0.801188, 10, -0.315803
462.7, 1001.69, 43.9099, -1334.51, -0.801191, 10, -0.315851
462.75, 1001.3, 43.6, -1334.71, -0.801193, 10, -0.315891
462.8, 1000.85, 43.377, -1334.92, -0.801194, 10, -0.315923
462.85, 1000.37, 43.2506, -1335.13, -0.801195, 10, -0.315944
462.9, 999.869, 43.2259, -1335.33, -0.801196, 10, -0.315955
462.95, 999.375, 43.3042, -1335.54, -0.801196, 10, -0.315954
463, 998.908, 43.482, -1335.75, -0.801195, 10, -0.315942
463.05, 998.487, 43.7518, -1335.95, -0.801194, 10, -0.31592
463.1, 998.13, 44.1021, -1336.16, -0.801193, 10, -0.315887
463.15, 997.853, 44.5182, -1336.37, -0.80119, 10, -0.315846
463.2, 997.667, 44.9822, -1336.57, -0.801188, 10, -0.315799
463.25, 997.579, 45.4746, -1336.78, -0.801185, 10, -0.315746
463.3, 997.595, 45.9743, -1336.99, -0.801183, 10, -0.315691
463.35, 997.713, 46.4603, -1337.19, -0.80118, 10, -0.315636
463.4, 997.928, 46.9118, -1337.4, -0.801177, 10, -0.315583
463.45, 998.23, 47.3096, -1337.6, -0.801175, 10, -0.315533
463.5, 998.608, 47.637, -1337.81, -0.801173, 10, -0.31549
463.55, 999.045, 47.88, -1338.02, -0.801171, 10, -0.315455
463.6, 999.523, 48.0283, -1338.22, -0.80117, 10, -0.315428
463.65, 1000.02, 48.0755, -1338.43, -0.801169, 10, -0.315413
463.7, 1000.52, 48.0197, -1338.64, -0.801169, 10, -0.315408
463.75, 1000.99, 47.8633, -1338.84, -0.801169, 10, -0.315414
463.8, 1001.43, 47.6129, -1339.05, -0.80117, 10, -0.315431
463.85, 1001.8, 47.2791, -1339.26, -0.801171, 10, -0.315458
463.9, 1002.09, 46.8761, -1339.46, -0.801173, 10, -0.315494
463.95, 1002.3, 46.421, -1339.67, -0.801175, 10, -0.315537
464, 1002.41, 45.9331, -1339.88, -0.801177, 10, -0.315587
464.05, 1002.42, 45.4331, -1340.08, -0.80118, 10, -0.31564
464.1, 1002.32, 44.9423, -1340.29, -0.801183, 10, -0.315694
464.15, 1002.13, 44.4816, -1340.49, -0.801186, 10, -0.315748
464.2, 1001.84, 44.0703, -1340.7, -0.801188, 10, -0.315799
464.25, 1001.48, 43.7261, -1340.91, -0.80119, 10, -0.315844
464.3, 1001.05, 43.4636, -1341.11, -0.801192, 10, -0.315883
464.35, 1000.58, 43.2938, -1341.32, -0.801194, 10, -0.315914
464.4, 1000.09, 43.224, -1341.53, -0.801195, 10, -0.315935
464.45, 999.59, 43.2572, -1341.73, -0.801195, 10, -0.315945
464.5, 999.109, 43.3919, -1341.94, -0.801195, 10, -0.315944
464.55, 998.665, 43.6225, -1342.15, -0.801195, 10, -0.315933
464.6, 998.278, 43.9391, -1342.35, -0.801194, 10, -0.315911
464.65, 997.964, 44.3283, -1342.56, -0.801192, 10, -0.31588
464.7, 997.737, 44.7735, -1342.76, -0.80119, 10, -0.315841
464.75, 997.605, 45.2559, -1342.97, -0.801188, 10, -0.315795
464.8, 997.576, 45.7551, -1343.18, -0.801185, 10, -0.315744
464.85, 997.649, 46.2497, -1343.38, -0.801183, 10, -0.315691
464.9, 997.822, 46.7188, -1343.59, -0.80118, 10, -0.315638
464.95, 998.087, 47.1425, -1343.8, -0.801177, 10, -0.315586
465, 998.434, 47.5027, -1344, -0.801175, 10, -0.315539
465.05, 998.847, 47.7843, -1344.21, -0.801173, 10, -0.315497
465.1, 999.309, 47.9752, -1344.42, -0.801171, 10, -0.315463
465.15, 999.801, 48.0674, -1344.62, -0.80117, 10, -0.315437
465.2, 1000.3, 48.0568, -1344.83, -0.801169, 10, -0.315422
465.25, 1000.79, 47.9441, -1345.04, -0.801169, 10, -0.315417
465.3, 1001.24, 47.7339, -1345.24, -0.801169, 10, -0.315423
465.35, 1001.64, 47.4352, -1345.45, -0.80117, 10, -0.315439
465.4, 1001.97, 47.0606, -1345.65, -0.801171, 10, -0.315465
465.45, 1002.22, 46.6262, -1345.86, -0.801173, 10, -0.3155
465.5, 1002.37, 46.1502, -1346.07, -0.801175, 10, -0.315542
465.55, 1002.43, 45.6529, -1346.27, -0.801178, 10, -0.31559
465.6, 1002.38, 45.1555, -1346.48, -0.80118, 10, -0.315641
465.65, 1002.22, 44.679, -1346.69, -0.801183, 10, -0.315693
465.7, 1001.98, 44.2437, -1346.89, -0.801185, 10, -0.315745
465.75, 1001.65, 43.8681, -1347.1, -0.801188, 10, -0.315794
465.8, 1001.25, 43.5681, -1347.31, -0.80119, 10, -0.315838
465.85, 1000.8, 43.3564, -1347.51, -0.801192, 10, -0.315876
465.9, 1000.31, 43.242, -1347.72, -0.801193, 10, -0.315905
465.95, 999.809, 43.2299, -1347.93, -0.801194, 10, -0.315926
466, 999.317, 43.3204, -1348.13, -0.801195, 10, -0.315936
466.05, 998.854, 43.5098, -1348.34, -0.801195, 10, -0.315935
466.1, 998.44, 43.79, -1348.54, -0.801194, 10, -0.315924
466.15, 998.092, 44.1492, -1348.75, -0.801193, 10, -0.315903
466.2, 997.826, 44.572, -1348.96, -0.801192, 10, -0.315873
466.25, 997.651, 45.0405, -1349.16, -0.80119, 10, -0.315835
466.3, 997.576, 45.5349, -1349.37, -0.801188, 10, -0.315791
466.35, 997.604, 46.0341, -1349.58, -0.801185, 10, -0.315742
466.4, 997.734, 46.517, -1349.78, -0.801183, 10, -0.315691
466.45, 997.96, 46.963, -1349.99, -0.80118, 10, -0.31564
466.5, 998.273, 47.3532, -1350.2, -0.801178, 10, -0.31559
466.55, 998.659, 47.671, -1350.4, -0.801175, 10, -0.315544
466.6, 999.102, 47.903, -1350.61, -0.801173, 10, -0.315504
466.65, 999.583, 48.0393, -1350.82, -0.801172, 10, -0.31547
466.7, 1000.08, 48.0741, -1351.02, -0.80117, 10, -0.315446
466.75, 1000.58, 48.006, -1351.23, -0.80117, 10, -0.315431
466.8, 1001.05, 47.8377, -1351.43, -0.801169, 10, -0.315426
466.85, 1001.47, 47.5766, -1351.64, -0.80117, 10, -0.315432
466.9, 1001.84, 47.2336, -1351.85, -0.801171, 10, -0.315448
466.95, 1002.12, 46.8233, -1352.05, -0.801172, 10, -0.315473
467, 1002.32, 46.3632, -1352.26, -0.801173, 10, -0.315506
467.05, 1002.42, 45.8727, -1352.47, -0.801176, 10, -0.315547
467.1, 1002.41, 45.3727, -1352.67, -0.801178, 10, -0.315593
467.15, 1002.3, 44.8845, -1352.88, -0.80118, 10, -0.315642
