t,x,y,psi,delta,v,delta_dot
36.15, 172.82, 47.7537, -1.41012, -0.189247, 10, 0.280403
36.2, 172.9, 47.2602, -1.44551, -0.175152, 10, 0.281887
36.25, 172.962, 46.7641, -1.478, -0.161036, 10, 0.282332
36.3, 173.008, 46.2663, -1.5076, -0.14695, 10, 0.281725
36.35, 173.04, 45.7673, -1.53435, -0.132946, 10, 0.280063
36.4, 173.058, 45.2676, -1.55828, -0.119079, 10, 0.277351
36.45, 173.064, 44.7676, -1.57944, -0.105399, 10, 0.273603
36.5, 173.06, 44.2676, -1.59788, -0.0919564, 10, 0.268847
36.55, 173.047, 43.7678, -1.61367, -0.0788004, 10, 0.26312
36.6, 173.025, 43.2683, -1.62689, -0.0659769, 10, 0.25647
36.65, 172.997, 42.7691, -1.6376, -0.0535291, 10, 0.248956
36.7, 172.964, 42.2702, -1.64591, -0.0414969, 10, 0.240643
36.75, 172.926, 41.7716, -1.65189, -0.0299166, 10, 0.231607
36.8, 172.886, 41.2732, -1.65566, -0.0188203, 10, 0.221925
36.85, 172.843, 40.775, -1.6573, -0.00823626, 10, 0.211681
36.9, 172.8, 40.2769, -1.65694, 0.00181181, 10, 0.200961
36.95, 172.757, 39.7788, -1.65468, 0.0113044, 10, 0.189851
37, 172.715, 39.2805, -1.65064, 0.0202261, 10, 0.178435
37.05, 172.675, 38.7821, -1.64492, 0.028566, 10, 0.166797
37.1, 172.638, 38.2835, -1.63765, 0.0363168, 10, 0.155016
37.15, 172.605, 37.7846, -1.62895, 0.0434751, 10, 0.143166
37.2, 172.576, 37.2855, -1.61894, 0.050041, 10, 0.131319
37.25, 172.552, 36.786, -1.60772, 0.0560179, 10, 0.119538
37.3, 172.533, 36.2864, -1.59542, 0.0614121, 10, 0.107884
37.35, 172.521, 35.7865, -1.58216, 0.0662326, 10, 0.0964102
37.4, 172.515, 35.2866, -1.56804, 0.0704908, 10, 0.0851637
37.45, 172.517, 34.7866, -1.55317, 0.0742002, 10, 0.0741875
37.5, 172.526, 34.2866, -1.53766, 0.0773762, 10, 0.0635189
37.55, 172.542, 33.7869, -1.52162, 0.0800357, 10, 0.0531902
37.6, 172.567, 33.2875, -1.50514, 0.0821971, 10, 0.0432294
37.65, 172.599, 32.7886, -1.48833, 0.0838802, 10, 0.0336604
37.7, 172.641, 32.2903, -1.47127, 0.0851053, 10, 0.0245036
37.75, 172.69, 31.7928, -1.45405, 0.0858941, 10, 0.0157755
37.8, 172.749, 31.2962, -1.43675, 0.0862686, 10, 0.00749054
37.85, 172.815, 30.8007, -1.41946, 0.0862516, 10, -0.000340093
37.9, 172.891, 30.3064, -1.40224, 0.0858663, 10, -0.00770742
37.95, 172.975, 29.8135, -1.38517, 0.085136, 10, -0.0146042
38, 173.067, 29.322, -1.36832, 0.0840848, 10, -0.0210253
38.05, 173.168, 28.8323, -1.35173, 0.0827364, 10, -0.0269672
38.1, 173.276, 28.3442, -1.33547, 0.081115, 10, -0.0324277
38.15, 173.393, 27.858, -1.31959, 0.0792447, 10, -0.0374061
38.2, 173.517, 27.3737, -1.30413, 0.0771496, 10, -0.0419029
38.25, 173.649, 26.8914, -1.28913, 0.0748536, 10, -0.0459199
38.3, 173.788, 26.4111, -1.27463, 0.0723806, 10, -0.0494599
38.35, 173.934, 25.9328, -1.26065, 0.0697542, 10, -0.052527
38.4, 174.086, 25.4567, -1.24724, 0.0669979, 10, -0.0551261
38.45, 174.245, 24.9826, -1.23439, 0.0641348, 10, -0.0572633
38.5, 174.41, 24.5107, -1.22214, 0.0611875, 10, -0.0589459
38.55, 174.581, 24.0407, -1.21049, 0.0581784, 10, -0.0601818
38.6, 174.757, 23.5728, -1.19945, 0.0551294, 10, -0.0609801
38.65, 174.939, 23.1069, -1.18903, 0.0520619, 10, -0.0613506
38.7, 175.125, 22.6429, -1.17922, 0.0489967, 10, -0.0613039
38.75, 175.316, 22.1808, -1.17003, 0.0459541, 10, -0.0608518
38.8, 175.511, 21.7204, -1.16143, 0.0429538, 10, -0.0600059
38.85, 175.71, 21.2617, -1.15342, 0.0400148, 10, -0.0587792
38.9, 175.913, 20.8046, -1.14599, 0.0371556, 10, -0.0571847
38.95, 176.119, 20.3491, -1.13911, 0.0343938, 10, -0.0552361
39, 176.328, 19.8949, -1.13275, 0.0317464, 10, -0.0529472
39.05, 176.54, 19.4421, -1.12691, 0.0292298, 10, -0.0503321
39.1, 176.755, 18.9906, -1.12153, 0.0268595, 10, -0.0474055
39.15, 176.972, 18.5402, -1.1166, 0.0246504, 10, -0.0441822
39.2, 177.191, 18.0909, -1.11208, 0.0226166, 10, -0.0406776
39.25, 177.413, 17.6426, -1.10792, 0.0207712, 10, -0.0369078
39.3, 177.636, 17.1952, -1.1041, 0.0191267, 10, -0.0328901
39.35, 177.861, 16.7487, -1.10056, 0.0176945, 10, -0.0286433
39.4, 178.088, 16.3029, -1.09726, 0.016485, 10, -0.024189
39.45, 178.316, 15.858, -1.09416, 0.0155075, 10, -0.0195516
39.5, 178.545, 15.4137, -1.09121, 0.0147694, 10, -0.0147604
39.55, 178.776, 14.9701, -1.08835, 0.0142769, 10, -0.00985025
39.6, 179.008, 14.5272, -1.08554, 0.0140338, 10, -0.00486306
39.65, 179.241, 14.0849, -1.08273, 0.0140413, 10, 0.000150213
39.7, 179.475, 13.6433, -1.07988, 0.0142978, 10, 0.00512988
39.75, 179.711, 13.2023, -1.07692, 0.0147981, 10, 0.010006
39.8, 179.948, 12.7621, -1.07381, 0.015533, 10, 0.0146985
39.85, 180.186, 12.3226, -1.07051, 0.016489, 10, 0.0191192
39.9, 180.426, 11.8838, -1.06698, 0.0176477, 10, 0.0231743
39.95, 180.668, 11.446, -1.06318, 0.018986, 10, 0.0267668
40, 180.911, 11.009, -1.05909, 0.0204762, 10, 0.0298029
40.05, 181.156, 10.5731, -1.05467, 0.022086, 10, 0.0321963
40.1, 181.402, 10.1382, -1.04991, 0.0237797, 10, 0.0338737
40.15, 181.651, 9.7045, -1.04481, 0.0255187, 10, 0.03478
40.2, 181.902, 9.27208, -1.03935, 0.0272628, 10, 0.0348824
40.25, 182.156, 8.84104, -1.03356, 0.0289714, 10, 0.0341713
40.3, 182.411, 8.41148, -1.02743, 0.0306044, 10, 0.0326615
40.35, 182.67, 7.98349, -1.02101, 0.032124, 10, 0.0303904
40.4, 182.931, 7.55718, -1.01431, 0.0334947, 10, 0.0274144
40.45, 183.195, 7.13262, -1.00737, 0.0346849, 10, 0.0238041
40.5, 183.462, 6.70991, -1.00023, 0.035667, 10, 0.0196419
40.55, 183.732, 6.28911, -0.992943, 0.0364177, 10, 0.0150152
40.6, 184.005, 5.87029, -0.985556, 0.0369184, 10, 0.0100137
40.65, 184.282, 5.4535, -0.978122, 0.0371548, 10, 0.00472688
40.7, 184.561, 5.03877, -0.970695, 0.0371168, 10, -0.000759864
40.75, 184.843, 4.62614, -0.963332, 0.0367985, 10, -0.0063653
40.8, 185.129, 4.21559, -0.95609, 0.0361978, 10, -0.0120144
40.85, 185.417, 3.80711, -0.949023, 0.0353159, 10, -0.0176381
40.9, 185.708, 3.40069, -0.942189, 0.0341572, 10, -0.0231739
40.95, 186.002, 2.99627, -0.935641, 0.0327289, 10, -0.0285658
41, 186.299, 2.59378, -0.929431, 0.0310407, 10, -0.0337636
41.05, 186.598, 2.19314, -0.923609, 0.0291046, 10, -0.038723
41.1, 186.9, 1.79425, -0.91822, 0.0269343, 10, -0.0434052
41.15, 187.203, 1.39699, -0.91331, 0.0245455, 10, -0.0477766
41.2, 187.509, 1.00122, -0.908919, 0.0219551, 10, -0.0518082
41.25, 187.816, 0.6068, -0.905082, 0.0191813, 10, -0.0554759
41.3, 188.125, 0.213562, -0.901833, 0.0162433, 10, -0.0587596
41.35, 188.435, -0.17867, -0.899201, 0.0131611, 10, -0.0616435
41.4, 188.746, -0.570085, -0.897209, 0.00995532, 10, -0.0641161
41.45, 189.058, -0.96088, -0.89588, 0.00664686, 10, -0.0661691
41.5, 189.37, -1.35126, -0.895229, 0.00325694, 10, -0.0677984
41.55, 189.683, -1.74144, -0.895267, -0.000193223, 10, -0.0690032
41.6, 189.996, -2.13162, -0.896004, -0.00368253, 10, -0.0697861
41.65, 190.308, -2.52204, -0.897442, -0.00719017, 10, -0.0701529
41.7, 190.62, -2.91291, -0.899581, -0.0106958, 10, -0.0701124
41.75, 190.931, -3.30444, -0.902417, -0.0141796, 10, -0.0696763
41.8, 191.241, -3.69686, -0.905942, -0.0176226, 10, -0.068859
41.85, 191.549, -4.09036, -0.910144, -0.0210064, 10, -0.0676768
41.9, 191.856, -4.48516, -0.915008, -0.0243138, 10, -0.0661486
41.95, 192.161, -4.88144, -0.920515, -0.0275286, 10, -0.0642949
42, 192.464, -5.2794, -0.926644, -0.0306354, 10, -0.0621375
42.05, 192.764, -5.6792, -0.93337, -0.0336204, 10, -0.0596999
42.1, 193.061, -6.08101, -0.940668, -0.0364708, 10, -0.0570064
42.15, 193.356, -6.48499, -0.948507, -0.0391749, 10, -0.0540818
42.2, 193.648, -6.89126, -0.956856, -0.0417224, 10, -0.0509515
42.25, 193.936, -7.29996, -0.965683, -0.0441045, 10, -0.0476412
42.3, 194.22, -7.71117, -0.974952, -0.0463133, 10, -0.0441762
42.35, 194.501, -8.12501, -0.984628, -0.0483424, 10, -0.0405816
42.4, 194.777, -8.54155, -0.994674, -0.0501865, 10, -0.0368824
42.45, 195.05, -8.96084, -1.00505, -0.0518416, 10, -0.0331025
42.5, 195.318, -9.38293, -1.01572, -0.0533049, 10, -0.0292652
42.55, 195.581, -9.80786, -1.02665, -0.0545745, 10, -0.0253929
42.6, 195.84, -10.2356, -1.03779, -0.0556499, 10, -0.021507
42.65, 196.094, -10.6663, -1.04911, -0.0565313, 10, -0.0176276
42.7, 196.343, -11.0998, -1.06056, -0.05722, 10, -0.0137741
42.75, 196.587, -11.5361, -1.07212, -0.0577182, 10, -0.00996422
42.8, 196.826, -11.9752, -1.08374, -0.0580289, 10, -0.00621479
42.85, 197.061, -12.4171, -1.09538, -0.058156, 10, -0.00254126
42.9, 197.289, -12.8616, -1.10702, -0.0581039, 10, 0.00104205
42.95, 197.513, -13.3088, -1.11861, -0.0578778, 10, 0.0045221
43, 197.731, -13.7585, -1.13012, -0.0574834, 10, 0.00788709
43.05, 197.945, -14.2108, -1.14151, -0.0569271, 10, 0.0111263
43.1, 198.153, -14.6654, -1.15277, -0.0562156, 10, 0.0142302
43.15, 198.356, -15.1223, -1.16385, -0.0553561, 10, 0.0171905
43.2, 198.554, -15.5815, -1.17473, -0.0543561, 10, 0.0199998
43.25, 198.747, -16.0428, -1.18539, -0.0532235, 10, 0.0226518
43.3, 198.935, -16.5061, -1.19579, -0.0519664, 10, 0.0251414
43.35, 199.118, -16.9714, -1.20592, -0.0505932, 10, 0.0274644
43.4, 199.296, -17.4385, -1.21575, -0.0491123, 10, 0.0296174
43.45, 199.47, -17.9073, -1.22526, -0.0475324, 10, 0.0315981
43.5, 199.639, -18.3777, -1.23444, -0.0458622, 10, 0.0334051
43.55, 199.804, -18.8497, -1.24327, -0.0441103, 10, 0.0350377
43.6, 199.965, -19.3231, -1.25173, -0.0422855, 10, 0.0364961
43.65, 200.122, -19.7979, -1.25981, -0.0403964, 10, 0.0377814
43.7, 200.275, -20.2739, -1.26751, -0.0384516, 10, 0.0388952
43.75, 200.424, -20.7511, -1.2748, -0.0364596, 10, 0.0398402
43.8, 200.57, -21.2294, -1.28169, -0.0344287, 10, 0.0406194
43.85, 200.713, -21.7086, -1.28817, -0.0323668, 10, 0.0412366
43.9, 200.852, -22.1888, -1.29423, -0.030282, 10, 0.0416964
43.95, 200.989, -22.6698, -1.29986, -0.0281818, 10, 0.0420036
44, 201.123, -23.1515, -1.30508, -0.0260736, 10, 0.042164
44.05, 201.254, -23.634, -1.30987, -0.0239645, 10, 0.0421834
44.1, 201.383, -24.1171, -1.31425, -0.021861, 10, 0.0420686
44.15, 201.51, -24.6007, -1.3182, -0.0197697, 10, 0.0418264
44.2, 201.635, -25.0848, -1.32174, -0.0176965, 10, 0.0414643
44.25, 201.758, -25.5694, -1.32487, -0.015647, 10, 0.0409898
44.3, 201.88, -26.0543, -1.3276, -0.0136265, 10, 0.0404112
44.35, 202, -26.5396, -1.32992, -0.0116396, 10, 0.0397368
44.4, 202.119, -27.0252, -1.33186, -0.00969086, 10, 0.038975
44.45, 202.238, -27.511, -1.33342, -0.00778412, 10, 0.0381347
44.5, 202.355, -27.997, -1.3346, -0.00592287, 10, 0.0372251
44.55, 202.472, -28.4831, -1.33543, -0.00411012, 10, 0.036255
44.6, 202.589, -28.9693, -1.33589, -0.00234843, 10, 0.0352337
44.65, 202.705, -29.4556, -1.33602, -0.000639882, 10, 0.034171
44.7, 202.822, -29.9419, -1.33582, 0.00101392, 10, 0.033076
44.75, 202.938, -30.4281, -1.3353, 0.00261184, 10, 0.0319584
44.8, 203.055, -30.9143, -1.33447, 0.00415325, 10, 0.0308282
44.85, 203.172, -31.4004, -1.33334, 0.005638, 10, 0.0296949
44.9, 203.289, -31.8864, -1.33193, 0.00706641, 10, 0.0285683
44.95, 203.408, -32.3722, -1.33024, 0.00843936, 10, 0.027459
45, 203.527, -32.8578, -1.32829, 0.00975821, 10, 0.026377
45.05, 203.647, -33.3432, -1.32608, 0.0110248, 10, 0.0253327
45.1, 203.768, -33.8283, -1.32363, 0.0122417, 10, 0.0243376
45.15, 203.89, -34.3131, -1.32095, 0.0134118, 10, 0.0234024
45.2, 204.014, -34.7975, -1.31804, 0.0145388, 10, 0.0225395
45.25, 204.139, -35.2817, -1.31492, 0.0156269, 10, 0.021762
45.3, 204.265, -35.7654, -1.31158, 0.0166811, 10, 0.0210828
45.35, 204.394, -36.2487, -1.30804, 0.017707, 10, 0.0205183
45.4, 204.523, -36.7315, -1.3043, 0.0187112, 10, 0.0200849
45.45, 204.655, -37.2139, -1.30036, 0.0197013, 10, 0.0198018
45.5, 204.789, -37.6957, -1.29622, 0.0206859, 10, 0.0196927
45.55, 204.924, -38.177, -1.29188, 0.0216751, 10, 0.0197822
45.6, 205.062, -38.6576, -1.28734, 0.0226803, 10, 0.020105
45.65, 205.202, -39.1377, -1.2826, 0.0237152, 10, 0.0206977
45.7, 205.344, -39.6171, -1.27764, 0.0247958, 10, 0.0216131
45.75, 205.488, -40.0957, -1.27245, 0.0259414, 10, 0.0229108
45.8, 205.635, -40.5736, -1.26701, 0.0271753, 10, 0.0246773
45.85, 205.785, -41.0508, -1.26131, 0.0285262, 10, 0.0270181
45.9, 205.937, -41.527, -1.2553, 0.0300304, 10, 0.0300844
45.95, 206.092, -42.0023, -1.24895, 0.0317343, 10, 0.0340783
46, 206.251, -42.4766, -1.24221, 0.0336981, 10, 0.0392765
46.05, 206.412, -42.9499, -1.23501, 0.0360011, 10, 0.0460598
46.1, 206.577, -43.422, -1.22725, 0.0387466, 10, 0.0549089
46.15, 206.745, -43.8928, -1.21883, 0.0420638, 10, 0.0663445
46.2, 206.917, -44.3621, -1.20961, 0.0461008, 10, 0.0807404
46.25, 207.094, -44.8298, -1.1994, 0.0510049, 10, 0.0980814
46.3, 207.276, -45.2958, -1.18801, 0.0569022, 10, 0.117948
46.35, 207.462, -45.7596, -1.17521, 0.0638913, 10, 0.13978
46.4, 207.655, -46.221, -1.16078, 0.0720461, 10, 0.163097
46.45, 207.854, -46.6795, -1.14446, 0.0814212, 10, 0.187502
46.5, 208.061, -47.1347, -1.12599, 0.0920509, 10, 0.212594
46.55, 208.276, -47.5861, -1.10513, 0.103945, 10, 0.237875
46.6, 208.501, -48.0329, -1.08161, 0.117079, 10, 0.262681
46.65, 208.736, -48.4742, -1.05518, 0.131387, 10, 0.286164
46.7, 208.982, -48.9092, -1.02561, 0.146753, 10, 0.307315
46.75, 209.242, -49.3367, -0.99272, 0.163003, 10, 0.325014
46.8, 209.515, -49.7555, -0.956345, 0.179911, 10, 0.338147
46.85, 209.803, -50.164, -0.916386, 0.197198, 10, 0.345739
46.9, 210.107, -50.5607, -0.872805, 0.214552, 10, 0.347091
46.95, 210.429, -50.9438, -0.825629, 0.231647, 10, 0.341887
47, 210.768, -51.3113, -0.774952, 0.248159, 10, 0.33024
47.05, 211.125, -51.6611, -0.720935, 0.263792, 10, 0.312674
47.1, 211.501, -51.9912, -0.663794, 0.278294, 10, 0.290035
47.15, 211.894, -52.2992, -0.603792, 0.291463, 10, 0.263376
47.2, 212.306, -52.5831, -0.541233, 0.303154, 10, 0.233827
47.25, 212.735, -52.8407, -0.476444, 0.313278, 10, 0.202482
47.3, 213.179, -53.07, -0.409768, 0.321794, 10, 0.170318
47.35, 213.637, -53.2692, -0.341553, 0.328701, 10, 0.138146
47.4, 214.109, -53.4367, -0.272146, 0.334031, 10, 0.106599
47.45, 214.59, -53.5711, -0.201884, 0.337838, 10, 0.0761326
47.5, 215.08, -53.6713, -0.131094, 0.34019, 10, 0.0470503
47.55, 215.576, -53.7367, -0.060084, 0.341167, 10, 0.0195275
47.6, 216.075, -53.7667, 0.0108544, 0.340849, 10, -0.00635952
47.65, 216.575, -53.7613, 0.0814485, 0.339319, 10, -0.0306078
47.7, 217.073, -53.7206, 0.151444, 0.336655, 10, -0.0532656
47.75, 217.567, -53.6452, 0.220605, 0.332934, 10, -0.0744146
47.8, 218.055, -53.5358, 0.288714, 0.328227, 10, -0.0941562
47.85, 218.535, -53.3934, 0.355569, 0.322597, 10, -0.112601
47.9, 219.003, -53.2194, 0.420983, 0.316104, 10, -0.129862
47.95, 219.46, -53.015, 0.484785, 0.308801, 10, -0.146048
48, 219.902, -52.782, 0.546814, 0.300738, 10, -0.161265
48.05, 220.329, -52.522, 0.606923, 0.291957, 10, -0.175609
48.1, 220.74, -52.2369, 0.664975, 0.282499, 10, -0.189167
48.15, 221.133, -51.9283, 0.720843, 0.272398, 10, -0.202019
48.2, 221.509, -51.5983, 0.774409, 0.261686, 10, -0.214238
48.25, 221.866, -51.2487, 0.825561, 0.250392, 10, -0.225887
48.3, 222.205, -50.8812, 0.874195, 0.238541, 10, -0.237026
48.35, 222.526, -50.4977, 0.920213, 0.226155, 10, -0.24771
48.4, 222.829, -50.0998, 0.963523, 0.213256, 10, -0.257992
48.45, 223.114, -49.6892, 1.00404, 0.199859, 10, -0.267922
48.5, 223.383, -49.2674, 1.04167, 0.185982, 10, -0.277549
48.55, 223.635, -48.8358, 1.07634, 0.171636, 10, -0.286922
48.6, 223.872, -48.3957, 1.10796, 0.156832, 10, -0.296081
48.65, 224.096, -47.9483, 1.13647, 0.141579, 10, -0.305056
48.7, 224.306, -47.4947, 1.16178, 0.125886, 10, -0.313857
48.75, 224.505, -47.036, 1.18382, 0.109764, 10, -0.322453
48.8, 224.694, -46.5729, 1.20252, 0.0932257, 10, -0.330759
48.85, 224.874, -46.1065, 1.21781, 0.0762947, 10, -0.338619
48.9, 225.047, -45.6373, 1.22962, 0.0590056, 10, -0.345783
48.95, 225.214, -45.1661, 1.23791, 0.04141, 10, -0.351911
49, 225.377, -44.6936, 1.24263, 0.0235816, 10, -0.356569
49.05, 225.538, -44.2202, 1.24375, 0.00561872, 10, -0.359257
49.1, 225.699, -43.7467, 1.24128, -0.012353, 10, -0.359435
49.15, 225.861, -43.2736, 1.23524, -0.0301819, 10, -0.356577
49.2, 226.025, -42.8015, 1.2257, -0.0476931, 10, -0.350225
49.25, 226.195, -42.331, 1.21274, -0.0646955, 10, -0.340047
49.3, 226.37, -41.8627, 1.19651, -0.0809905, 10, -0.325899
49.35, 226.553, -41.3973, 1.17717, -0.0963834, 10, -0.307858
49.4, 226.744, -40.9356, 1.15494, -0.110695, 10, -0.286239
49.45, 226.946, -40.4782, 1.13006, -0.123774, 10, -0.261568
49.5, 227.16, -40.026, 1.10279, -0.1355, 10, -0.234526
49.55, 227.385, -39.5797, 1.07342, -0.145793, 10, -0.205852
49.6, 227.624, -39.1403, 1.04225, -0.154605, 10, -0.176257
49.65, 227.876, -38.7085, 1.00958, -0.161923, 10, -0.146347
49.7, 228.142, -38.2852, 0.975714, -0.167752, 10, -0.116588
49.75, 228.422, -37.8712, 0.940946, -0.172117, 10, -0.0873016
49.8, 228.717, -37.4671, 0.905574, -0.175052, 10, -0.0586857
49.85, 229.025, -37.0737, 0.869883, -0.176594, 10, -0.0308447
49.9, 229.348, -36.6916, 0.834153, -0.176785, 10, -0.00381606
49.95, 229.684, -36.3212, 0.798655, -0.175665, 10, 0.0224009
50, 230.033, -35.963, 0.763649, -0.173273, 10, 0.047824
50.05, 230.394, -35.6173, 0.72939, -0.16965, 10, 0.0724751
50.1, 230.767, -35.284, 0.696121, -0.164831, 10, 0.0963623
50.15, 231.15, -34.9634, 0.66408, -0.158858, 10, 0.119478
50.2, 231.544, -34.6553, 0.633491, -0.151768, 10, 0.141783
50.25, 231.947, -34.3593, 0.60457, -0.143608, 10, 0.163213
50.3, 232.358, -34.0751, 0.577522, -0.134425, 10, 0.183666
50.35, 232.777, -33.8021, 0.552539, -0.124274, 10, 0.203013
50.4, 233.203, -33.5397, 0.529798, -0.113219, 10, 0.221089
50.45, 233.634, -33.287, 0.509461, -0.101334, 10, 0.23771
50.5, 234.071, -33.0431, 0.491675, -0.0887004, 10, 0.252671
50.55, 234.512, -32.8071, 0.476563, -0.0754121, 10, 0.265765
50.6, 234.956, -32.5777, 0.464233, -0.0615728, 10, 0.276787
50.65, 235.403, -32.3539, 0.454767, -0.0472951, 10, 0.285552
50.7, 235.852, -32.1342, 0.448225, -0.0326998, 10, 0.291907
50.75, 236.303, -31.9175, 0.444642, -0.0179127, 10, 0.295741
50.8, 236.754, -31.7025, 0.444029, -0.00306318, 10, 0.296991
50.85, 237.206, -31.4877, 0.446373, 0.0117195, 10, 0.295654
50.9, 237.657, -31.2718, 0.451636, 0.0263088, 10, 0.291785
50.95, 238.107, -31.0536, 0.459757, 0.0405833, 10, 0.28549
51, 238.555, -30.8318, 0.470654, 0.0544297, 10, 0.276929
51.05, 239, -30.605, 0.484224, 0.0677448, 10, 0.266302
51.1, 239.443, -30.3723, 0.500346, 0.0804368, 10, 0.25384
51.15, 239.881, -30.1324, 0.518884, 0.0924265, 10, 0.239794
51.2, 240.316, -29.8844, 0.539688, 0.103648, 10, 0.224425
51.25, 240.745, -29.6275, 0.562597, 0.114047, 10, 0.207993
51.3, 241.168, -29.3608, 0.587441, 0.123585, 10, 0.19075
51.35, 241.584, -29.0837, 0.614042, 0.132232, 10, 0.172934
51.4, 241.992, -28.7956, 0.64222, 0.13997, 10, 0.154762
51.45, 242.393, -28.4961, 0.671791, 0.146791, 10, 0.13643
51.5, 242.784, -28.1849, 0.70257, 0.152697, 10, 0.118109
51.55, 243.166, -27.8618, 0.734373, 0.157694, 10, 0.0999468
51.6, 243.537, -27.5268, 0.767018, 0.161797, 10, 0.0820691
51.65, 243.897, -27.1798, 0.800326, 0.165026, 10, 0.0645797
51.7, 244.245, -26.821, 0.834123, 0.167405, 10, 0.047564
51.75, 244.581, -26.4506, 0.868241, 0.168959, 10, 0.0310904
51.8, 244.904, -26.069, 0.902514, 0.16972, 10, 0.0152134
51.85, 245.214, -25.6766, 0.936788, 0.169719, 10, -2.41628e-05
51.9, 245.51, -25.2738, 0.970911, 0.168989, 10, -0.014589
51.95, 245.792, -24.8611, 1.00474, 0.167566, 10, -0.0284553
52, 246.06, -24.439, 1.03814, 0.165486, 10, -0.0416033
52.05, 246.314, -24.0083, 1.07099, 0.162785, 10, -0.0540171
52.1, 246.554, -23.5695, 1.10317, 0.159501, 10, -0.0656842
52.15, 246.779, -23.1232, 1.13455, 0.155671, 10, -0.0765943
52.2, 246.991, -22.67, 1.16505, 0.151334, 10, -0.0867386
52.25, 247.188, -22.2106, 1.19457, 0.146529, 10, -0.0961094
52.3, 247.372, -21.7456, 1.22302, 0.141294, 10, -0.1047
52.35, 247.542, -21.2755, 1.25032, 0.135669, 10, -0.112504
52.4, 247.7, -20.8009, 1.27641, 0.129693, 10, -0.119518
52.45, 247.845, -20.3225, 1.30121, 0.123406, 10, -0.125736
52.5, 247.978, -19.8405, 1.32469, 0.116848, 10, -0.131158
52.55, 248.1, -19.3556, 1.34679, 0.110059, 10, -0.135782
52.6, 248.211, -18.8681, 1.36748, 0.103079, 10, -0.139611
52.65, 248.312, -18.3784, 1.38673, 0.095946, 10, -0.14265
52.7, 248.403, -17.8868, 1.40452, 0.0887007, 10, -0.144907
52.75, 248.486, -17.3937, 1.42083, 0.0813811, 10, -0.146392
52.8, 248.561, -16.8993, 1.43566, 0.074025, 10, -0.147122
52.85, 248.628, -16.4039, 1.44901, 0.0666693, 10, -0.147114
52.9, 248.689, -15.9076, 1.4609, 0.0593496, 10, -0.146393
52.95, 248.744, -15.4106, 1.47133, 0.0521004, 10, -0.144984
53, 248.793, -14.9131, 1.48032, 0.0449545, 10, -0.142918
53.05, 248.838, -14.4151, 1.48792, 0.037943, 10, -0.14023
53.1, 248.88, -13.9168, 1.49414, 0.0310952, 10, -0.136956
53.15, 248.918, -13.4183, 1.49903, 0.0244383, 10, -0.133138
53.2, 248.954, -12.9196, 1.50263, 0.0179975, 10, -0.128816
53.25, 248.988, -12.4208, 1.50498, 0.0117957, 10, -0.124037
53.3, 249.021, -11.9218, 1.50616, 0.0058534, 10, -0.118845
53.35, 249.053, -11.4229, 1.50619, 0.000188965, 10, -0.113289
53.4, 249.086, -10.9239, 1.50516, -0.00518175, 10, -0.107414
53.45, 249.118, -10.425, 1.50311, -0.0102452, 10, -0.101269
53.5, 249.152, -9.92615, 1.50011, -0.0149902, 10, -0.0949001
53.55, 249.187, -9.42739, 1.49623, -0.0194079, 10, -0.0883532
53.6, 249.225, -8.92878, 1.49153, -0.0234915, 10, -0.0816729
53.65, 249.264, -8.43035, 1.48608, -0.0272366, 10, -0.0749024
53.7, 249.307, -7.93215, 1.47995, -0.0306408, 10, -0.0680831
53.75, 249.352, -7.43421, 1.47321, -0.0337035, 10, -0.0612543
53.8, 249.401, -6.93659, 1.46592, -0.0364262, 10, -0.0544535
53.85, 249.453, -6.43934, 1.45815, -0.038812, 10, -0.0477156
53.9, 249.509, -5.9425, 1.44997, -0.0408656, 10, -0.0410734
53.95, 249.57, -5.44615, 1.44145, -0.0425935, 10, -0.0345576
54, 249.634, -4.95033, 1.43264, -0.0440033, 10, -0.0281962
54.05, 249.703, -4.45509, 1.42362, -0.0451041, 10, -0.0220152
54.1, 249.776, -3.9605, 1.41443, -0.045906, 10, -0.0160381
54.15, 249.854, -3.4666, 1.40514, -0.0464203, 10, -0.0102866
54.2, 249.937, -2.97344, 1.3958, -0.0466593, 10, -0.00477975
54.25, 250.024, -2.48108, 1.38647, -0.046636, 10, 0.000465247
54.3, 250.115, -1.98955, 1.37719, -0.0463644, 10, 0.00543325
54.35, 250.211, -1.49889, 1.36801, -0.0458588, 10, 0.0101111
54.4, 250.312, -1.00914, 1.35897, -0.0451344, 10, 0.0144875
54.45, 250.417, -0.520311, 1.35013, -0.0442068, 10, 0.0185534
54.5, 250.527, -0.0324354, 1.3415, -0.0430917, 10, 0.0223011
54.55, 250.64, 0.454478, 1.33314, -0.0418055, 10, 0.0257248
54.6, 250.758, 0.940424, 1.32506, -0.0403645, 10, 0.0288206
54.65, 250.88, 1.4254, 1.3173, -0.0387851, 10, 0.0315862
54.7, 251.005, 1.90942, 1.30988, -0.0370841, 10, 0.0340209
54.75, 251.134, 2.3925, 1.30282, -0.0352778, 10, 0.0361254
54.8, 251.266, 2.87466, 1.29614, -0.0333827, 10, 0.0379021
54.85, 251.402, 3.35592, 1.28986, -0.031415, 10, 0.0393551
54.9, 251.541, 3.83631, 1.28398, -0.0293905, 10, 0.0404892
54.95, 251.682, 4.31589, 1.27851, -0.027325, 10, 0.041311
